samplingID;date;station;sample;number of shrimp;length
157;15/06/1993;1;4;3;14
157;15/06/1993;1;4;1;15
157;15/06/1993;1;4;1;20
157;15/06/1993;2;1;1;8
157;15/06/1993;2;1;1;20
157;15/06/1993;2;1;1;11
157;15/06/1993;2;1;1;7
157;15/06/1993;2;1;2;9
157;15/06/1993;2;1;1;5
157;15/06/1993;2;1;1;22
157;15/06/1993;2;2;1;25
157;15/06/1993;2;2;2;21
157;15/06/1993;2;2;2;10
157;15/06/1993;2;2;3;11
157;15/06/1993;2;2;1;17
157;15/06/1993;2;2;1;6
157;15/06/1993;2;2;2;12
157;15/06/1993;2;3;3;11
157;15/06/1993;2;3;2;10
157;15/06/1993;2;3;1;13
157;15/06/1993;2;3;1;15
157;15/06/1993;2;3;1;23
157;15/06/1993;2;3;1;21
157;15/06/1993;2;4;1;17
157;15/06/1993;2;4;1;6
157;15/06/1993;2;4;1;8
157;15/06/1993;2;4;2;9
157;15/06/1993;2;4;3;11
157;15/06/1993;2;4;2;12
157;15/06/1993;3;1;4;10
157;15/06/1993;3;1;1;11
157;15/06/1993;3;1;3;17
157;15/06/1993;3;1;2;9
157;15/06/1993;3;1;7;7
157;15/06/1993;3;2;1;6
157;15/06/1993;3;2;1;8
157;15/06/1993;3;2;9;10
157;15/06/1993;3;2;1;17
157;15/06/1993;3;2;1;18
157;15/06/1993;3;3;3;10
157;15/06/1993;3;3;2;8
157;15/06/1993;3;3;1;15
157;15/06/1993;3;3;3;18
157;15/06/1993;3;3;3;20
157;15/06/1993;3;4;1;8
157;15/06/1993;3;4;4;10
157;15/06/1993;3;4;1;13
158;23/06/1993;1;1;1;17
158;23/06/1993;1;1;1;23
158;23/06/1993;1;1;3;14
158;23/06/1993;1;1;1;15
158;23/06/1993;1;1;1;13
158;23/06/1993;1;1;1;10
158;23/06/1993;1;1;2;9
158;23/06/1993;1;1;1;8
158;23/06/1993;1;1;2;12
158;23/06/1993;1;2;1;15
158;23/06/1993;1;2;4;10
158;23/06/1993;1;2;1;8
158;23/06/1993;1;3;1;15
158;23/06/1993;1;3;1;12
158;23/06/1993;1;3;8;10
158;23/06/1993;1;3;1;8
158;23/06/1993;1;4;1;8
158;23/06/1993;1;4;3;10
158;23/06/1993;1;4;1;13
158;23/06/1993;1;4;1;18
158;23/06/1993;1;4;1;17
158;23/06/1993;1;4;1;16
158;23/06/1993;2;1;1;20
158;23/06/1993;2;1;1;15
158;23/06/1993;2;1;2;14
158;23/06/1993;2;1;1;13
158;23/06/1993;2;1;1;11
158;23/06/1993;2;1;1;9
158;23/06/1993;2;1;1;8
158;23/06/1993;2;2;3;11
158;23/06/1993;2;2;1;13
158;23/06/1993;2;2;1;7
158;23/06/1993;2;2;1;17
158;23/06/1993;2;2;2;10
158;23/06/1993;2;2;1;8
158;23/06/1993;2;2;3;12
158;23/06/1993;2;2;1;9
158;23/06/1993;2;3;1;23
158;23/06/1993;2;3;2;20
158;23/06/1993;2;3;1;16
158;23/06/1993;2;3;1;15
158;23/06/1993;2;3;1;14
158;23/06/1993;2;3;3;13
158;23/06/1993;2;3;1;11
158;23/06/1993;2;3;1;8
158;23/06/1993;2;3;1;9
158;23/06/1993;2;3;1;7
158;23/06/1993;2;3;1;6
158;23/06/1993;2;4;1;10
158;23/06/1993;2;4;2;13
158;23/06/1993;2;4;2;17
158;23/06/1993;3;1;1;7
158;23/06/1993;3;1;1;9
158;23/06/1993;3;1;3;13
158;23/06/1993;3;1;2;12
158;23/06/1993;3;1;1;14
158;23/06/1993;3;1;2;15
158;23/06/1993;3;1;1;21
158;23/06/1993;3;2;1;22
158;23/06/1993;3;2;2;17
158;23/06/1993;3;2;1;15
158;23/06/1993;3;2;2;14
158;23/06/1993;3;2;1;10
158;23/06/1993;3;2;1;8
158;23/06/1993;3;3;1;10
158;23/06/1993;3;3;1;22
158;23/06/1993;3;3;2;19
158;23/06/1993;3;3;1;8
158;23/06/1993;3;3;2;9
158;23/06/1993;3;3;3;14
158;23/06/1993;3;4;1;19
158;23/06/1993;3;4;1;15
158;23/06/1993;3;4;1;14
158;23/06/1993;3;4;1;13
159;06/07/1993;1;1;1;21
159;06/07/1993;1;1;1;10
159;06/07/1993;1;1;1;12
159;06/07/1993;1;1;1;13
159;06/07/1993;1;1;1;20
159;06/07/1993;1;1;1;8
159;06/07/1993;1;2;1;10
159;06/07/1993;1;2;1;9
159;06/07/1993;1;2;1;13
159;06/07/1993;1;3;1;8
159;06/07/1993;1;3;1;6
159;06/07/1993;1;3;1;9
159;06/07/1993;1;3;1;14
159;06/07/1993;1;3;1;23
159;06/07/1993;1;4;1;12
159;06/07/1993;1;4;1;20
159;06/07/1993;2;1;1;6
159;06/07/1993;2;1;1;25
159;06/07/1993;2;1;1;23
159;06/07/1993;2;1;2;17
159;06/07/1993;2;1;2;13
159;06/07/1993;2;1;1;11
159;06/07/1993;2;2;2;16
159;06/07/1993;2;2;1;20
159;06/07/1993;2;2;1;13
159;06/07/1993;2;2;2;6
159;06/07/1993;2;2;1;5
159;06/07/1993;2;3;1;14
159;06/07/1993;2;3;1;11
159;06/07/1993;2;3;1;7
159;06/07/1993;2;3;1;10
159;06/07/1993;2;3;3;6
159;06/07/1993;2;4;1;17
159;06/07/1993;2;4;2;14
159;06/07/1993;2;4;3;11
159;06/07/1993;2;4;1;12
159;06/07/1993;2;4;1;8
159;06/07/1993;3;1;2;18
159;06/07/1993;3;1;1;13
159;06/07/1993;3;1;2;12
159;06/07/1993;3;1;1;8
159;06/07/1993;3;1;3;7
159;06/07/1993;3;1;1;5
159;06/07/1993;3;2;1;8
159;06/07/1993;3;2;2;6
159;06/07/1993;3;2;1;5
159;06/07/1993;3;2;2;10
159;06/07/1993;3;2;2;15
159;06/07/1993;3;2;1;18
159;06/07/1993;3;2;3;17
159;06/07/1993;3;2;2;16
159;06/07/1993;3;3;1;19
159;06/07/1993;3;3;2;15
159;06/07/1993;3;3;1;13
159;06/07/1993;3;3;1;8
159;06/07/1993;3;3;4;7
159;06/07/1993;3;3;1;21
159;06/07/1993;3;4;1;15
159;06/07/1993;3;4;2;14
159;06/07/1993;3;4;1;12
159;06/07/1993;3;4;1;5
160;15/07/1993;1;1;1;9
160;15/07/1993;1;1;1;15
160;15/07/1993;1;2;1;6
160;15/07/1993;1;2;1;8
160;15/07/1993;1;2;1;9
160;15/07/1993;1;2;3;10
160;15/07/1993;1;2;2;14
160;15/07/1993;1;2;1;15
160;15/07/1993;1;3;1;7
160;15/07/1993;1;3;1;8
160;15/07/1993;1;3;1;9
160;15/07/1993;1;3;1;10
160;15/07/1993;1;3;1;16
160;15/07/1993;1;3;1;12
160;15/07/1993;1;4;2;7
160;15/07/1993;1;4;1;6
160;15/07/1993;1;4;1;11
160;15/07/1993;1;4;1;13
160;15/07/1993;1;4;1;12
160;15/07/1993;1;4;1;8
160;15/07/1993;2;1;1;14
160;15/07/1993;2;1;1;11
160;15/07/1993;2;1;1;9
160;15/07/1993;2;2;1;25
160;15/07/1993;2;2;2;20
160;15/07/1993;2;2;1;18
160;15/07/1993;2;2;2;15
160;15/07/1993;2;2;1;10
160;15/07/1993;2;2;1;11
160;15/07/1993;2;3;1;19
160;15/07/1993;2;3;1;22
160;15/07/1993;2;3;1;15
160;15/07/1993;2;3;1;9
160;15/07/1993;2;3;1;10
160;15/07/1993;2;4;1;21
160;15/07/1993;2;4;1;18
160;15/07/1993;2;4;3;11
160;15/07/1993;2;4;2;10
160;15/07/1993;2;4;1;5
160;15/07/1993;3;1;2;7
160;15/07/1993;3;1;1;20
160;15/07/1993;3;1;1;17
160;15/07/1993;3;1;1;13
160;15/07/1993;3;1;1;8
160;15/07/1993;3;1;1;5
160;15/07/1993;3;1;1;22
160;15/07/1993;3;2;1;18
160;15/07/1993;3;2;1;15
160;15/07/1993;3;2;1;14
160;15/07/1993;3;2;1;13
160;15/07/1993;3;2;3;10
160;15/07/1993;3;2;1;9
160;15/07/1993;3;2;2;6
160;15/07/1993;3;3;1;16
160;15/07/1993;3;3;1;8
160;15/07/1993;3;3;1;11
160;15/07/1993;3;4;1;22
160;15/07/1993;3;4;1;14
160;15/07/1993;3;4;1;9
160;15/07/1993;3;4;1;16
161;29/07/1993;1;1;1;7
161;29/07/1993;1;1;1;9
161;29/07/1993;1;1;2;6
161;29/07/1993;1;1;1;8
161;29/07/1993;1;1;2;10
161;29/07/1993;1;1;1;14
161;29/07/1993;1;1;1;17
161;29/07/1993;1;1;1;18
161;29/07/1993;1;2;1;7
161;29/07/1993;1;2;1;6
161;29/07/1993;1;2;2;9
161;29/07/1993;1;2;1;11
161;29/07/1993;1;3;1;6
161;29/07/1993;1;3;3;8
161;29/07/1993;1;3;4;11
161;29/07/1993;1;3;5;12
161;29/07/1993;1;3;1;19
161;29/07/1993;1;4;1;17
161;29/07/1993;1;4;5;12
161;29/07/1993;1;4;1;9
161;29/07/1993;1;4;3;8
161;29/07/1993;1;4;1;6
161;29/07/1993;1;4;1;5
161;29/07/1993;1;4;1;13
161;29/07/1993;2;1;3;17
161;29/07/1993;2;1;1;10
161;29/07/1993;2;1;2;14
161;29/07/1993;2;2;1;13
161;29/07/1993;2;2;1;17
161;29/07/1993;2;2;1;12
161;29/07/1993;2;2;3;10
161;29/07/1993;2;2;2;7
161;29/07/1993;2;3;1;5
161;29/07/1993;2;3;3;13
161;29/07/1993;2;3;1;18
161;29/07/1993;2;4;1;8
161;29/07/1993;2;4;1;9
161;29/07/1993;2;4;1;10
161;29/07/1993;2;4;2;11
161;29/07/1993;2;4;1;13
161;29/07/1993;2;4;1;15
161;29/07/1993;2;4;2;19
161;29/07/1993;3;1;1;8
161;29/07/1993;3;1;1;6
161;29/07/1993;3;1;1;11
161;29/07/1993;3;1;1;13
161;29/07/1993;3;1;1;15
161;29/07/1993;3;1;1;17
161;29/07/1993;3;1;1;28
161;29/07/1993;3;1;1;14
161;29/07/1993;3;2;1;5
161;29/07/1993;3;2;2;8
161;29/07/1993;3;2;1;18
161;29/07/1993;3;3;2;13
161;29/07/1993;3;4;1;7
161;29/07/1993;3;4;1;14
162;17/08/1993;1;1;1;11
162;17/08/1993;1;1;1;8
162;17/08/1993;1;1;1;13
162;17/08/1993;1;1;1;22
162;17/08/1993;1;2;2;10
162;17/08/1993;1;2;1;12
162;17/08/1993;1;2;1;18
162;17/08/1993;1;2;1;13
162;17/08/1993;1;3;2;10
162;17/08/1993;1;3;2;12
162;17/08/1993;1;4;1;7
162;17/08/1993;1;4;2;8
162;17/08/1993;1;4;1;11
162;17/08/1993;1;4;1;18
162;17/08/1993;2;1;3;12
162;17/08/1993;2;1;1;11
162;17/08/1993;2;1;1;8
162;17/08/1993;2;2;1;14
162;17/08/1993;2;2;1;11
162;17/08/1993;2;2;1;9
162;17/08/1993;2;3;2;10
162;17/08/1993;2;3;1;12
162;17/08/1993;2;3;2;9
162;17/08/1993;2;4;1;9
162;17/08/1993;2;4;3;11
162;17/08/1993;3;1;1;7
162;17/08/1993;3;1;1;9
162;17/08/1993;3;1;1;10
162;17/08/1993;3;1;1;17
162;17/08/1993;3;2;1;7
162;17/08/1993;3;2;1;10
162;17/08/1993;3;2;2;6
162;17/08/1993;3;3;1;10
162;17/08/1993;3;4;1;17
162;17/08/1993;3;4;1;20
163;12/04/1994;1;1;1;7
163;12/04/1994;1;1;1;6
163;12/04/1994;2;1;1;6
163;12/04/1994;3;1;1;6
163;12/04/1994;3;2;2;6
163;12/04/1994;3;3;1;6
163;12/04/1994;3;4;1;6
163;12/04/1994;3;4;1;8
164;25/04/1994;1;1;2;7
164;25/04/1994;1;1;3;8
164;25/04/1994;1;1;1;6
164;25/04/1994;1;2;1;10
164;25/04/1994;1;2;5;7
164;25/04/1994;1;3;1;7
164;25/04/1994;1;3;1;8
164;25/04/1994;1;3;1;10
164;25/04/1994;1;4;2;9
164;25/04/1994;1;4;1;6
164;25/04/1994;2;1;0;
164;25/04/1994;3;1;1;12
164;25/04/1994;3;1;1;9
164;25/04/1994;3;1;5;8
164;25/04/1994;3;1;9;7
164;25/04/1994;3;2;3;7
164;25/04/1994;3;2;4;8
164;25/04/1994;3;2;2;10
164;25/04/1994;3;2;2;9
164;25/04/1994;3;2;1;11
164;25/04/1994;3;3;2;7
164;25/04/1994;3;3;1;6
164;25/04/1994;3;3;2;8
164;25/04/1994;3;3;2;9
164;25/04/1994;3;3;1;11
164;25/04/1994;3;4;3;10
164;25/04/1994;3;4;5;7
164;25/04/1994;3;4;2;6
165;09/05/1994;1;1;2;12
165;09/05/1994;1;1;1;10
165;09/05/1994;1;1;3;13
165;09/05/1994;1;1;1;14
165;09/05/1994;1;1;1;8
165;09/05/1994;1;2;1;10
165;09/05/1994;1;2;1;11
165;09/05/1994;1;2;2;12
165;09/05/1994;1;2;3;13
165;09/05/1994;1;3;4;8
165;09/05/1994;1;3;4;12
165;09/05/1994;1;3;1;14
165;09/05/1994;1;3;1;15
165;09/05/1994;1;4;2;14
165;09/05/1994;1;4;2;11
165;09/05/1994;1;4;1;12
165;09/05/1994;1;4;1;10
165;09/05/1994;1;4;1;13
165;09/05/1994;2;1;1;10
165;09/05/1994;2;1;1;9
165;09/05/1994;2;2;1;9
165;09/05/1994;2;2;1;13
165;09/05/1994;2;2;3;12
165;09/05/1994;2;3;1;16
165;09/05/1994;2;3;2;10
165;09/05/1994;2;3;1;12
165;09/05/1994;2;3;1;13
165;09/05/1994;3;1;1;7
165;09/05/1994;3;1;2;8
165;09/05/1994;3;1;1;12
165;09/05/1994;3;2;1;9
165;09/05/1994;3;2;1;10
165;09/05/1994;3;2;1;12
165;09/05/1994;3;3;1;13
165;09/05/1994;3;3;1;9
165;09/05/1994;3;3;1;16
165;09/05/1994;3;3;4;8
166;19/05/1994;1;1;1;9
166;19/05/1994;1;1;1;7
166;19/05/1994;1;1;1;11
166;19/05/1994;1;1;2;6
166;19/05/1994;1;2;1;16
166;19/05/1994;1;2;1;7
166;19/05/1994;1;2;1;11
166;19/05/1994;1;2;1;12
166;19/05/1994;1;3;1;11
166;19/05/1994;1;3;2;7
166;19/05/1994;1;3;2;12
166;19/05/1994;1;3;1;14
166;19/05/1994;1;4;1;15
166;19/05/1994;1;4;1;14
166;19/05/1994;2;1;1;14
166;19/05/1994;2;2;1;15
166;19/05/1994;2;2;1;9
166;19/05/1994;2;3;1;13
166;19/05/1994;2;4;1;15
166;19/05/1994;2;4;1;17
166;19/05/1994;3;1;1;11
166;19/05/1994;3;1;1;20
166;19/05/1994;3;2;1;6
166;19/05/1994;3;2;1;9
166;19/05/1994;3;2;1;12
166;19/05/1994;3;2;1;16
166;19/05/1994;3;3;1;17
166;19/05/1994;3;3;1;13
166;19/05/1994;3;4;1;6
166;19/05/1994;3;4;1;13
167;02/06/1994;1;1;1;7
167;02/06/1994;1;1;1;8
167;02/06/1994;1;1;1;17
167;02/06/1994;1;1;1;18
167;02/06/1994;1;2;1;16
167;02/06/1994;1;2;1;11
167;02/06/1994;1;3;1;15
167;02/06/1994;1;3;1;9
167;02/06/1994;1;3;2;17
167;02/06/1994;1;4;1;22
167;02/06/1994;2;1;1;8
167;02/06/1994;2;1;1;7
167;02/06/1994;2;2;1;10
167;02/06/1994;2;2;1;15
167;02/06/1994;2;2;2;18
167;02/06/1994;2;3;2;7
167;02/06/1994;2;3;1;18
167;02/06/1994;2;3;1;20
167;02/06/1994;2;4;1;12
167;02/06/1994;2;4;1;13
167;02/06/1994;2;4;1;20
167;02/06/1994;3;1;1;25
167;02/06/1994;3;1;1;11
167;02/06/1994;3;1;1;9
167;02/06/1994;3;1;2;8
167;02/06/1994;3;1;2;7
167;02/06/1994;3;1;2;6
167;02/06/1994;3;2;2;17
167;02/06/1994;3;2;2;6
167;02/06/1994;3;3;1;9
167;02/06/1994;3;3;1;8
167;02/06/1994;3;3;1;7
167;02/06/1994;3;4;1;14
167;02/06/1994;3;4;1;18
167;02/06/1994;3;4;1;12
167;02/06/1994;3;4;1;5
167;02/06/1994;3;4;1;20
168;09/06/1994;1;1;2;23
168;09/06/1994;1;1;1;7
168;09/06/1994;1;1;1;9
168;09/06/1994;1;1;2;11
168;09/06/1994;1;1;1;14
168;09/06/1994;1;1;1;19
168;09/06/1994;1;1;1;16
168;09/06/1994;1;2;1;19
168;09/06/1994;1;3;2;8
168;09/06/1994;1;3;1;10
168;09/06/1994;1;3;1;19
168;09/06/1994;1;3;3;20
168;09/06/1994;1;4;2;19
168;09/06/1994;1;4;1;6
168;09/06/1994;1;4;1;7
168;09/06/1994;1;4;1;23
168;09/06/1994;1;4;1;17
168;09/06/1994;1;4;1;15
168;09/06/1994;1;4;1;11
168;09/06/1994;1;4;1;10
168;09/06/1994;2;1;1;9
168;09/06/1994;2;1;1;12
168;09/06/1994;2;1;2;13
168;09/06/1994;2;1;1;21
168;09/06/1994;2;2;1;22
168;09/06/1994;2;2;1;18
168;09/06/1994;2;2;1;16
168;09/06/1994;2;2;1;13
168;09/06/1994;2;2;1;7
168;09/06/1994;2;2;1;8
168;09/06/1994;2;3;1;23
168;09/06/1994;2;3;1;19
168;09/06/1994;2;3;1;12
168;09/06/1994;2;4;1;21
168;09/06/1994;2;4;1;19
168;09/06/1994;2;4;1;18
168;09/06/1994;2;4;1;11
168;09/06/1994;2;4;2;8
168;09/06/1994;3;1;1;6
168;09/06/1994;3;1;1;8
168;09/06/1994;3;1;1;11
168;09/06/1994;3;1;1;20
168;09/06/1994;3;1;1;23
168;09/06/1994;3;2;1;7
168;09/06/1994;3;2;2;9
168;09/06/1994;3;2;1;20
168;09/06/1994;3;3;2;11
168;09/06/1994;3;3;1;8
168;09/06/1994;3;3;1;23
168;09/06/1994;3;3;1;7
168;09/06/1994;3;4;1;6
168;09/06/1994;3;4;3;7
168;09/06/1994;3;4;1;14
169;20/06/1994;1;1;2;21
169;20/06/1994;1;1;1;18
169;20/06/1994;1;2;1;13
169;20/06/1994;1;2;1;11
169;20/06/1994;1;2;2;10
169;20/06/1994;1;3;1;18
169;20/06/1994;1;4;1;22
169;20/06/1994;2;1;1;10
169;20/06/1994;2;1;1;20
169;20/06/1994;2;2;1;28
169;20/06/1994;2;2;2;15
169;20/06/1994;2;2;2;12
169;20/06/1994;2;2;1;13
169;20/06/1994;2;2;1;25
169;20/06/1994;2;2;2;23
169;20/06/1994;2;3;1;16
169;20/06/1994;2;3;1;11
169;20/06/1994;2;3;2;18
169;20/06/1994;2;4;3;10
169;20/06/1994;2;4;1;14
169;20/06/1994;2;4;1;28
169;20/06/1994;3;1;1;9
169;20/06/1994;3;2;1;7
169;20/06/1994;3;2;1;9
169;20/06/1994;3;2;1;11
169;20/06/1994;3;2;1;21
169;20/06/1994;3;2;1;27
169;20/06/1994;3;3;1;12
169;20/06/1994;3;4;1;9
170;30/06/1994;1;1;1;11
170;30/06/1994;1;1;1;12
170;30/06/1994;1;1;1;18
170;30/06/1994;1;2;1;14
170;30/06/1994;1;2;1;10
170;30/06/1994;1;2;1;18
170;30/06/1994;1;3;3;16
170;30/06/1994;2;1;1;13
170;30/06/1994;2;1;2;18
170;30/06/1994;2;1;2;12
170;30/06/1994;2;2;1;12
170;30/06/1994;2;3;1;22
170;30/06/1994;2;3;1;16
170;30/06/1994;2;3;1;17
170;30/06/1994;3;1;2;7
170;30/06/1994;3;1;3;10
170;30/06/1994;3;1;2;6
170;30/06/1994;3;1;1;8
170;30/06/1994;3;1;1;16
170;30/06/1994;3;2;1;8
170;30/06/1994;3;2;1;10
170;30/06/1994;3;3;1;12
170;30/06/1994;3;3;2;6
170;30/06/1994;3;3;1;7
170;30/06/1994;3;3;1;15
170;30/06/1994;3;3;1;17
170;30/06/1994;3;4;1;8
170;30/06/1994;3;4;3;9
170;30/06/1994;3;4;1;11
170;30/06/1994;3;4;2;16
170;30/06/1994;3;4;1;13
171;19/07/1994;1;1;1;13
171;19/07/1994;1;1;1;8
171;19/07/1994;1;1;1;18
171;19/07/1994;1;2;2;9
171;19/07/1994;1;2;1;8
171;19/07/1994;1;2;1;10
171;19/07/1994;1;2;1;12
171;19/07/1994;1;2;1;13
171;19/07/1994;1;2;1;16
171;19/07/1994;1;2;1;18
171;19/07/1994;1;3;1;13
171;19/07/1994;1;3;1;14
171;19/07/1994;1;3;1;15
171;19/07/1994;1;4;2;8
171;19/07/1994;1;4;1;11
171;19/07/1994;2;1;1;8
171;19/07/1994;2;1;1;12
171;19/07/1994;2;1;1;16
171;19/07/1994;2;2;1;17
171;19/07/1994;2;2;1;12
171;19/07/1994;2;3;1;18
171;19/07/1994;2;3;1;14
171;19/07/1994;2;3;1;10
171;19/07/1994;3;1;1;12
171;19/07/1994;3;1;1;10
171;19/07/1994;3;1;1;8
171;19/07/1994;3;2;1;20
171;19/07/1994;3;2;1;13
171;19/07/1994;3;3;1;8
171;19/07/1994;3;3;1;12
171;19/07/1994;3;3;1;13
171;19/07/1994;3;3;1;15
171;19/07/1994;3;3;1;17
171;19/07/1994;3;3;1;18
171;19/07/1994;3;4;1;10
171;19/07/1994;3;4;1;23
171;19/07/1994;3;4;1;9
171;19/07/1994;3;4;3;11
171;19/07/1994;3;4;1;5
172;26/07/1994;1;1;1;11
172;26/07/1994;1;2;1;14
172;26/07/1994;2;1;2;8
172;26/07/1994;2;1;2;10
172;26/07/1994;2;2;1;11
172;26/07/1994;2;2;1;15
172;26/07/1994;2;2;1;18
172;26/07/1994;2;2;1;13
172;26/07/1994;2;3;2;14
172;26/07/1994;2;3;1;18
172;26/07/1994;2;3;1;26
172;26/07/1994;2;3;1;8
172;26/07/1994;2;3;1;9
172;26/07/1994;3;1;3;8
172;26/07/1994;3;1;1;14
172;26/07/1994;3;2;1;5
172;26/07/1994;3;2;1;6
172;26/07/1994;3;2;1;16
172;26/07/1994;3;3;1;6
172;26/07/1994;3;4;1;9
172;26/07/1994;3;4;1;11
172;26/07/1994;3;4;1;13
172;26/07/1994;3;4;1;17
172;26/07/1994;3;4;1;12
173;08/08/1994;1;1;1;17
173;08/08/1994;1;1;1;8
173;08/08/1994;1;1;1;10
173;08/08/1994;1;1;1;12
173;08/08/1994;1;1;1;16
173;08/08/1994;1;1;1;15
173;08/08/1994;1;2;1;6
173;08/08/1994;1;2;1;14
173;08/08/1994;1;2;1;15
173;08/08/1994;1;2;1;18
173;08/08/1994;1;3;1;7
173;08/08/1994;1;3;1;8
173;08/08/1994;1;3;1;11
173;08/08/1994;1;3;1;12
173;08/08/1994;1;3;1;14
173;08/08/1994;1;3;1;16
173;08/08/1994;1;3;2;9
173;08/08/1994;2;1;1;14
173;08/08/1994;2;1;1;7
173;08/08/1994;2;1;2;9
173;08/08/1994;2;1;1;13
173;08/08/1994;2;1;1;15
173;08/08/1994;2;2;2;13
173;08/08/1994;2;2;1;8
173;08/08/1994;2;2;1;7
173;08/08/1994;2;2;1;11
173;08/08/1994;2;2;1;15
173;08/08/1994;2;2;2;6
173;08/08/1994;2;3;1;7
173;08/08/1994;2;3;1;14
173;08/08/1994;2;3;1;8
173;08/08/1994;2;3;1;9
173;08/08/1994;2;4;1;9
173;08/08/1994;2;4;1;8
173;08/08/1994;2;4;1;7
173;08/08/1994;3;1;1;17
173;08/08/1994;3;1;1;14
173;08/08/1994;3;1;2;18
173;08/08/1994;3;2;1;5
173;08/08/1994;3;2;1;11
173;08/08/1994;3;2;1;20
173;08/08/1994;3;3;2;15
173;08/08/1994;3;3;2;5
173;08/08/1994;3;3;2;7
173;08/08/1994;3;3;2;6
173;08/08/1994;3;4;1;5
173;08/08/1994;3;4;1;6
173;08/08/1994;3;4;1;13
173;08/08/1994;3;4;1;18
173;08/08/1994;3;4;1;19
174;23/08/1994;1;1;1;5
174;23/08/1994;1;1;1;13
174;23/08/1994;1;1;1;15
174;23/08/1994;1;1;1;14
174;23/08/1994;1;2;1;10
174;23/08/1994;1;2;2;15
174;23/08/1994;1;3;1;11
174;23/08/1994;1;3;1;14
174;23/08/1994;1;3;1;16
174;23/08/1994;1;3;1;15
174;23/08/1994;1;4;2;16
174;23/08/1994;1;4;1;10
174;23/08/1994;2;1;1;6
174;23/08/1994;2;1;1;10
174;23/08/1994;2;1;2;7
174;23/08/1994;2;3;1;16
174;23/08/1994;2;3;2;12
174;23/08/1994;2;3;1;17
174;23/08/1994;2;3;1;10
174;23/08/1994;2;3;1;5
174;23/08/1994;2;4;1;11
174;23/08/1994;2;4;1;9
174;23/08/1994;2;4;1;5
174;23/08/1994;3;1;1;6
174;23/08/1994;3;1;1;8
174;23/08/1994;3;1;1;13
174;23/08/1994;3;1;1;20
174;23/08/1994;3;2;1;5
174;23/08/1994;3;2;1;8
174;23/08/1994;3;3;1;11
174;23/08/1994;3;3;1;10
174;23/08/1994;3;3;1;12
174;23/08/1994;3;3;1;14
174;23/08/1994;3;3;1;7
174;23/08/1994;3;4;1;20
174;23/08/1994;3;4;1;7
175;12/04/1995;1;1;0;
175;12/04/1995;2;1;0;
175;12/04/1995;3;1;2;9
175;12/04/1995;3;2;1;7
175;12/04/1995;3;2;1;10
175;12/04/1995;3;2;3;9
175;12/04/1995;3;2;1;6
175;12/04/1995;3;3;2;9
175;12/04/1995;3;4;2;9
175;12/04/1995;3;4;1;25
176;25/04/1995;1;1;2;10
176;25/04/1995;1;1;1;8
176;25/04/1995;1;1;2;11
176;25/04/1995;1;1;1;14
176;25/04/1995;1;1;1;15
176;25/04/1995;1;2;1;8
176;25/04/1995;1;2;1;11
176;25/04/1995;1;2;1;10
176;25/04/1995;1;3;3;8
176;25/04/1995;1;4;2;12
176;25/04/1995;1;4;1;9
176;25/04/1995;1;4;1;10
176;25/04/1995;2;1;1;8
176;25/04/1995;2;2;1;10
176;25/04/1995;3;1;1;7
176;25/04/1995;3;1;2;8
176;25/04/1995;3;1;1;9
176;25/04/1995;3;1;1;10
176;25/04/1995;3;1;1;11
176;25/04/1995;3;2;1;11
176;25/04/1995;3;3;2;11
176;25/04/1995;3;3;1;10
176;25/04/1995;3;3;1;12
176;25/04/1995;3;3;1;14
176;25/04/1995;3;3;1;9
176;25/04/1995;3;4;2;9
176;25/04/1995;3;4;1;7
176;25/04/1995;3;4;1;8
176;25/04/1995;3;4;1;11
177;02/05/1995;1;1;3;12
177;02/05/1995;1;1;1;8
177;02/05/1995;1;1;1;10
177;02/05/1995;1;1;1;14
177;02/05/1995;1;1;2;9
177;02/05/1995;1;2;1;7
177;02/05/1995;1;2;1;10
177;02/05/1995;1;2;1;11
177;02/05/1995;1;2;1;13
177;02/05/1995;1;2;2;14
177;02/05/1995;1;3;1;14
177;02/05/1995;1;3;2;12
177;02/05/1995;1;3;2;8
177;02/05/1995;1;3;1;7
177;02/05/1995;1;4;1;14
177;02/05/1995;1;4;3;13
177;02/05/1995;1;4;1;10
177;02/05/1995;2;1;1;12
177;02/05/1995;2;2;1;10
177;02/05/1995;2;2;1;15
177;02/05/1995;2;2;1;12
177;02/05/1995;2;3;1;11
177;02/05/1995;2;3;1;10
177;02/05/1995;2;4;1;14
177;02/05/1995;2;4;1;10
177;02/05/1995;3;1;1;17
177;02/05/1995;3;1;3;12
177;02/05/1995;3;1;2;10
177;02/05/1995;3;1;2;9
177;02/05/1995;3;1;1;8
177;02/05/1995;3;1;1;7
177;02/05/1995;3;2;1;7
177;02/05/1995;3;2;1;8
177;02/05/1995;3;2;2;9
177;02/05/1995;3;2;1;10
177;02/05/1995;3;2;1;14
177;02/05/1995;3;3;1;9
177;02/05/1995;3;3;1;13
177;02/05/1995;3;3;1;14
177;02/05/1995;3;4;1;8
177;02/05/1995;3;4;1;7
177;02/05/1995;3;4;1;10
177;02/05/1995;3;4;2;11
177;02/05/1995;3;4;1;13
177;02/05/1995;3;4;1;14
177;02/05/1995;3;4;1;16
178;15/05/1995;1;1;1;13
178;15/05/1995;1;1;1;9
